label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
I,0.46927334256459186,0.5651997930982,0.5311208353246114,0.45006422388229567,0.329820988973767,0.6829840544015993,0.593760738260276,0.4689266985892737,0.6016816455798453,0.38472462521344536,0.36510410115896724,0.4661894801636851,0.5666662783413976,0.5064314313283658,0.6736037595432225,0.3717985570910672,0.3733199423991087,0.6545721335115725,0.2946150920133036,0.6343688813101284,0.27727312602648235,0.24979485169958726,0.5541759509530129,0.3762091428994198,0.28693797185697084,0.7099417964603061,0.6354190307686719,0.5524376291230417,0.4570223819347434,0.6357389230028148,0.7097097590860529,0.3455585046674883,0.5624278967981796,0.5560971978543485,0.579595572892448,0.273510818849045,0.6252367081270181,0.6608194617052375,0.5485020201809669,0.5459606033020087,0.5791244360411216,0.5344393817186395,0.7703798997754171,0.4527587743131327,0.5582612292327337,0.5047771556921543,0.5459105717767158,0.602004183759678,0.3066455324942022,0.3313204603128213,0.6964209011641365,0.5087558669648486,0.5268380276693977,0.5596050787087152,0.44694395994589575,0.6264180780384996,0.2912114341102793,0.3205024482462578,0.45860694166861876,0.717303731160419,0.7176396440798729,0.40280991525037857,0.5889981502696652
Y,0.4637002128179475,0.5639994070681804,0.5344775284494596,0.694153415533809,0.4102884906192533,0.5232590411473331,0.33774685916096586,0.2994699167721597,0.48590771458885385,0.4510493861732201,0.745279957779498,0.4857684276777945,0.38841721955673436,0.6518742457533655,0.4449826780051943,0.3958200255702255,0.3938715895305127,0.6073271881217541,0.45113537720834235,0.7087982513890926,0.4759108723046009,0.6291247062655327,0.6492143469773441,0.4180056591478565,0.5020870942082762,0.26167800858662743,0.33046854194295067,0.6647838876934942,0.6428477777951846,0.6553496197307429,0.7666421981972578,0.7162827155057887,0.37352449505757374,0.6428808130279805,0.392658003889445,0.7141543570386052,0.49678228539115016,0.5672318640427726,0.3544513927808919,0.3829833621695236,0.32836170853965124,0.5895312526088502,0.5063543493178465,0.30655940075203364,0.2655851484520414,0.2996911369170614,0.2664311969886183,0.47548846962981717,0.655320732523519,0.6317685185485313,0.3363537757811631,0.6899337011360261,0.6486881473094827,0.3972985193744419,0.30442541254739347,0.7100680867480109,0.6437422031186045,0.46493358048692013,0.6668182842860124,0.31021165094456926,0.655763288442306,0.39217811237658123,0.577336535436783
Z,0.7179806144184491,0.41873147278928846,0.6741465560083977,0.5046894462253306,0.31512430545817377,0.5425648689669097,0.5094204827826897,0.5255379987088268,0.7084833166231297,0.36605947304906067,0.6245876002306281,0.7056790619909853,0.6184801765169963,0.4731637036848668,0.5277574702133392,0.5445848954722693,0.2762183499615632,0.7466704898028513,0.25928593476257566,0.294197223976095,0.39132337334255035,0.7115736831266055,0.2253924656454304,0.33536876384012076,0.34809805974412195,0.4570909973537548,0.3591849731364956,0.41671451720601127,0.381581182251061,0.5323460584377357,0.5728007464937165,0.6436980683012776,0.6632519210564037,0.27067655003882163,0.47109090942588644,0.5425612226208643,0.32562530246585275,0.7032670370911028,0.24099634980098236,0.5464447992629351,0.6589670882438068,0.7512075055238536,0.24491963174661252,0.5178199085168254,0.5586487214482434,0.504225465227041,0.52025431211697,0.6367280206835816,0.6956650996419196,0.42007898085391987,0.6346328916542482,0.3487532873666797,0.5964358922395108,0.32749058157995525,0.6846625582397078,0.45756360432421633,0.44239475603303996,0.5292208545570758,0.5653821969601757,0.6407139140413314,0.5317708132799778,0.5697235583747902,0.6788559291956809
M,0.7209382754061044,0.6997471596315423,0.7406392643362797,0.593616369607286,0.5613334767342248,0.6130628985467024,0.44366041035036397,0.5904084441880847,0.6481633829316709,0.741323212703525,0.5891329988076999,0.543696672848847,0.5723845336158063,0.5795286079050396,0.6529660864842309,0.30895199430302145,0.5477229109707823,0.4086027767315838,0.6838922090945462,0.41929556656920686,0.7110556844068465,0.34691218750836406,0.44368316079252457,0.32241791705205125,0.6428256045448432,0.4628771785905134,0.4200084242163321,0.5096060184724113,0.2911074093399602,0.7269500504237155,0.31168109094656155,0.6304576815830255,0.3255426837221856,0.4950234179569807,0.5048831597865949,0.6994625718566166,0.41028248118381677,0.36664237430463376,0.47326627440123004,0.5138464164739859,0.31549139165182116,0.35561399914681235,0.7250857021312642,0.300509301942679,0.6812880042794619,0.4923206237821234,0.3905544572147529,0.6389462599010506,0.4933814475891577,0.27967815207992197,0.3121388430868341,0.5189839138966245,0.5968185944233874,0.6799509888628706,0.38315457259651553,0.30652935584061386,0.5278155577331106,0.5997723034083083,0.3830851147968033,0.4577309641020265,0.6558686837195055,0.2687433897021565,0.6678398757403408
S,0.526063858292864,0.48028200412881933,0.39314470141059216,0.32260179526193333,0.42262732991227514,0.32487711468818065,0.4654035568066987,0.31125437082862983,0.29085527282951307,0.31311847425656836,0.5093487549162262,0.521258165432349,0.3810349888924885,0.4430533779599065,0.36872003359845595,0.5541719136293434,0.48066310289776876,0.3895569448211674,0.2798290403325134,0.39847004187572593,0.28219460508407057,0.6128845851175776,0.6286297526772566,0.3765430408103711,0.6529481468346003,0.4515645574143703,0.39006139244105936,0.6606818284317841,0.7151091326364193,0.6067047231096022,0.5501373967149531,0.5608316784593164,0.5705039108650326,0.6785500793262531,0.4505424592759733,0.2826554342800591,0.6816542469152074,0.5119003114674755,0.328773706775894,0.731575189992839,0.4951916479311506,0.5535820610137064,0.6124789182502959,0.6390573463751732,0.6812012633777209,0.3703126097940991,0.2516919257242341,0.7334269885710407,0.551659496312889,0.6063242523592997,0.24801918906231038,0.6646478301773341,0.7172882947901968,0.5644129372373582,0.31866634662981375,0.6583094520113015,0.4040812857494681,0.6376502577668263,0.6297368093332332,0.44840653581214,0.4471548832738636,0.2779185984708321,0.6406772462819429
N,0.7010867334769877,0.3787187290286891,0.5381960458426286,0.3390949885815855,0.4434243008699406,0.2848680334697736,0.6768666587283867,0.7226670859321538,0.4466958368291606,0.34019634807974813,0.2326167110581277,0.3498449826160593,0.44818280788978043,0.3663742714985239,0.5658943741786577,0.5055762207805193,0.43081837857113525,0.5516851985711284,0.38782155638823906,0.5697102635614701,0.6876077468964282,0.7119019613149118,0.3867187583876772,0.4068066618375393,0.7047752670553894,0.48415177042799745,0.5965559791375887,0.7548924337190381,0.37768938916945216,0.7523110251931647,0.5621177323351221,0.5158505415889594,0.3051982013727337,0.6200372608535406,0.39955796719790654,0.4021487169963865,0.48146898757490747,0.4143257885075801,0.4351158051314815,0.5000974245997115,0.34428917887975696,0.5971964221445151,0.37825460913964165,0.3165482852987443,0.7288831398597891,0.6557478363871361,0.6630021767787464,0.6966778189142548,0.4625551440573015,0.726654535888959,0.4786375869751955,0.27101472027733964,0.4294471313037057,0.414010688639109,0.3882858778886507,0.27259327439686887,0.690946278536792,0.44342178781601704,0.6951297117984558,0.39502815708511324,0.49795425445301517,0.314050292150494,0.5359444463211933
N,0.7156238618748878,0.3994395386509382,0.5368338009842633,0.34934510476477537,0.45218374372410264,0.31452447647821985,0.6671888817742023,0.7279779022615606,0.4667965540232025,0.3437269708719388,0.273764035598845,0.3362131486173138,0.5344925355792683,0.37222017982379263,0.5783527585003316,0.5100050947845756,0.4308853861195212,0.5433186136025918,0.38926022032014407,0.5893425076272557,0.6597320648458801,0.7108235832175105,0.41257382694788997,0.44571428319364353,0.7599441277908499,0.4777042864999975,0.622739848992078,0.744268201217104,0.4345006701748232,0.7068548420489589,0.5357580662381887,0.5266188688273464,0.2520241481136256,0.6481325996560862,0.4323280603950699,0.4274182187524914,0.5207213368179834,0.48322422944797916,0.41830078551633737,0.5227108389654979,0.32976713875909763,0.5721224494397608,0.3434624046520773,0.28360071938500603,0.7218801262104866,0.6635170327530162,0.6661344691917637,0.7529561956698458,0.47854192696686243,0.7415714855380784,0.49539452532649414,0.23922828033205706,0.44545178031202104,0.4355531490665231,0.4009916322845238,0.28277149880340646,0.6638300642588506,0.5141417715883535,0.7091787046583744,0.39092464805829674,0.4769730016016515,0.31013603418184943,0.49577079923231643
V,0.3835365418229412,0.3330270897748989,0.3272099858322085,0.2508787710868332,0.47661064299144384,0.6122497892674784,0.41503401303549753,0.7408301426519395,0.26962042679355125,0.4178408579250174,0.6242437832473803,0.3767605872833,0.47982477643886406,0.5672691744327228,0.4126165815222077,0.37529938920326333,0.5864246082511251,0.43766423753569766,0.2668343798225988,0.6053955446099598,0.6921131437980242,0.595511979530932,0.42887369869270187,0.6891392512695836,0.2992063818559399,0.44539157081946174,0.3201891859201005,0.43982052895307266,0.6677285092511118,0.6558327041671872,0.6275988014985842,0.49706015766524414,0.5517263907407235,0.6692603249209331,0.5564759629308604,0.2737181304586341,0.3144592634719208,0.6285879458060425,0.6068778491019065,0.3767564889373479,0.6492313078095371,0.4891705614657266,0.29928277622913885,0.5323118321320542,0.4811841287885235,0.284643579108772,0.45853936976227383,0.3376187362562511,0.33804383946781075,0.6912585897777545,0.44158100082342616,0.4116769486622091,0.44457002458638817,0.3913594974976587,0.3890520323024903,0.21624099529000337,0.5921590775790994,0.4965959031257172,0.6691456845863972,0.5671951362942729,0.5959377668864339,0.40235674151818324,0.7150623552489664
B,0.7743908245058905,0.3758092377116019,0.32795691013188283,0.7753847411841595,0.4801371751227147,0.7200772675511017,0.41398270538015286,0.3185198218000171,0.6873335100468976,0.6411637199800796,0.6469461812352707,0.28354670998946074,0.2975338391458751,0.6218477802991819,0.5348531986851169,0.6033775404907054,0.5580453957237586,0.6918943857291904,0.2330807483955271,0.45108400702237117,0.7008225715554244,0.6524213221172934,0.43140891517177055,0.512230228578955,0.6379029443646397,0.569768326297496,0.4865325391656703,0.3803348496487413,0.4618513241646065,0.5107515317585002,0.460528271658728,0.535823331687666,0.5245054353191616,0.41302519199419596,0.4041778019687687,0.5745451915667471,0.44945891090994716,0.7368529070384191,0.29532039880975114,0.6471690368681119,0.3629418776225314,0.5939415756225939,0.5280052568499927,0.5941096047859297,0.3245898922491763,0.2979988235175043,0.5046522570862656,0.4080666628464432,0.7177804954901885,0.2852351268696967,0.3032336507153816,0.3686912018678935,0.5115712962366205,0.29588181384475953,0.4642425082618184,0.3032650079133544,0.6686135289191372,0.6055587339302383,0.5112635841433305,0.26090988606110327,0.41942969922996837,0.35589574082202985,0.6443507430030543
thanks,0.3289750712598641,0.5278321125035704,0.5530461398817532,0.27450994346869684,0.3307920882132749,0.4520125865867939,0.37478975091233335,0.5808872698785108,0.6886721810476956,0.7355236365593717,0.650413438540838,0.5459121383579443,0.514848446909927,0.24383392659762618,0.6169519513644051,0.4480254120474003,0.6592087534117069,0.42522059942094953,0.6564601726914303,0.37993939730785686,0.5381901398174885,0.28757903498530685,0.24489472963363992,0.4455791717967878,0.7299083093258982,0.6252809062944306,0.49525255675688873,0.4003030747571039,0.5295968646764626,0.6943952656441726,0.6972049095025968,0.3873622408644346,0.3200096953670089,0.6240678489324278,0.4669741753327557,0.7700585536378453,0.48316478165456095,0.6814956654833667,0.6267985784404659,0.5851478776488143,0.44435285927876,0.5282983967028884,0.3974272552112757,0.46129829100748987,0.6152243091656977,0.29649736674580723,0.5421173463402632,0.4213435085180379,0.5347184462470291,0.7018383353106832,0.6891769588083096,0.7286738884731347,0.4020422784524132,0.4000361222940029,0.3053638132197882,0.4490041025387863,0.5434370103322104,0.6899162923484833,0.566617761237262,0.7136660080397064,0.7397890233754427,0.3962125827832899,0.5114565897812496
M,0.7057468602355839,0.7061169770876088,0.7434536048529224,0.5696506545538288,0.5688147535064676,0.6629478499291828,0.443488847203179,0.5862421150437448,0.606075577155948,0.7265514096897165,0.5809852135806113,0.5230598868261361,0.5197939207783988,0.5588301093997216,0.5953356335090129,0.3203146344810692,0.5812935661745308,0.4011456320430885,0.6549516881285805,0.3875954793580214,0.7275872189063526,0.3506657525409906,0.41017901046855854,0.3226432443787367,0.6263611158882253,0.45469029878579853,0.4112858769938,0.5571331051296369,0.2987768069383697,0.7665273808258165,0.3065025738406328,0.6142370291894073,0.29377718852818424,0.4568167955242253,0.5073164817288217,0.6873451992962547,0.4697414462592814,0.3961405346765222,0.45848203661112735,0.5011801935854262,0.31138924563172726,0.33910975680855493,0.7177649055740379,0.28542285300773224,0.6527814005915193,0.49210319763239996,0.3459848572025091,0.7012018499059347,0.5173349231035973,0.30340303886573866,0.32105417575080986,0.5042331071680236,0.5611751115305875,0.6587963136264157,0.4419650699404925,0.3196992243209828,0.5328659697383963,0.6088963883027292,0.3606206969617337,0.4716850896561761,0.6722176645357218,0.2511064278757375,0.6189475661477267
J,0.5472969229600168,0.23155322176212323,0.4534973731597826,0.5658478855952929,0.6937559180595156,0.7369760367235048,0.27664756076866737,0.4664791178716186,0.25105391715849,0.6617650272904684,0.6294258647474877,0.5282195668030568,0.7412441171925898,0.4174914505817229,0.3168979391290713,0.6727996442698563,0.35974031068278706,0.39963130501588573,0.4153657083398314,0.2732493945972835,0.2956363636491517,0.711557451793396,0.6622717666994499,0.2951355987762384,0.33306944098795305,0.28779805558881394,0.4806676848280706,0.5404875922394763,0.30554743075097984,0.2804196377423263,0.32029040352519617,0.4189340804314201,0.6546160426230089,0.6377145547675126,0.6154547815788852,0.43119178474080805,0.7142037442953266,0.5127565353647514,0.3181527750134385,0.4545472079243977,0.5947734490240084,0.6438916485111886,0.6520815450308506,0.5733252796918691,0.5549579406072753,0.4685391606504206,0.5835108787863882,0.3348761570528718,0.3688363454931923,0.3714916195803222,0.6778985894752381,0.5234748840555962,0.7136256544240435,0.7065595458830011,0.7026589045471646,0.5042346311474303,0.40431835686712986,0.5146822721962766,0.725889718498643,0.7136823951810046,0.6928006459126603,0.6731529798752741,0.565005650373969
Q,0.5834353409945771,0.42143023431677945,0.7583141264629426,0.44872443915904486,0.5031010376443681,0.3087079068590945,0.5851584603563866,0.29212209373365894,0.6049498757640572,0.42952376723556024,0.4335121632869379,0.2616847538890893,0.5549204855523443,0.29762046011660953,0.3286488006750914,0.553480625565103,0.5919459294118045,0.31713731161758685,0.5637699607227548,0.31259027001105233,0.3701064078758588,0.6432445329517607,0.5405680841752019,0.542415771268638,0.6140817357449005,0.6975725312629735,0.35092025429209195,0.6071518103506296,0.627115394549308,0.6076053303066367,0.6682052153031917,0.5515689611975158,0.47952316131949096,0.5496621979524472,0.5354690506147666,0.5203196712741168,0.5848023508096055,0.6560133376768151,0.3134501257148541,0.5018004581053529,0.6908044993686557,0.6693641872962512,0.34309942981847624,0.4672174354499955,0.4419386398606383,0.4760466630037005,0.6106274084570669,0.6082652756538413,0.32728549446015365,0.666308612066663,0.37048597471939326,0.5234331467449964,0.4532231989712854,0.5506438301619392,0.5300598509554685,0.6044582742652596,0.34629893660929,0.6946001158931135,0.577899292352915,0.39236778859895655,0.6852925250962362,0.7332027130538517,0.7276434661001814
J,0.5344368412612012,0.23129402587475273,0.41280928830383,0.5708221037468127,0.6960647662712567,0.7004467991782096,0.2670620485189206,0.48581012687522507,0.268184573768122,0.6896842884783676,0.6514059537285238,0.5332462303921307,0.7386002036172398,0.45661837908822084,0.2919290864394439,0.6693205703025694,0.41459387281342874,0.3372216734821454,0.4172172719309695,0.27609097785569564,0.2967941611535822,0.7140253873105734,0.632971516681052,0.2928461784004414,0.3203222329895929,0.2587465031801961,0.4484274644686115,0.5759503934105441,0.29198128085293046,0.27555286944673174,0.3189878296007316,0.3686118817679008,0.6246749511774229,0.5819726927543188,0.6102954123271217,0.46456709908592153,0.7285961496987118,0.49202054360646835,0.3529005418182039,0.44721242423819474,0.5722520264299963,0.6087556339259452,0.650064978308681,0.6332503934022853,0.5936666941761365,0.5311926789899273,0.5582017796383341,0.3446925200148777,0.35169993843258696,0.39588039595930324,0.6917817108606948,0.4881940745891404,0.7508195877387228,0.6730818263032906,0.6964654709297169,0.5017434907338674,0.3692554103219311,0.5371905606589235,0.7694061061207098,0.6853316510339822,0.6782959690529647,0.6195819757381608,0.5418917429052407
